LOCATION
POINT(5.216076 51.574104)
POINT(5.207462 51.576403)
POINT(5.199071 51.580881)
POINT(5.199129 51.581179)
POINT(5.191057 51.584774)
POINT(4.899722 52.356956)
POINT(5.184938 51.580826)
POINT(5.173643 51.586971)
POINT(5.157254 51.580963)
POINT(5.496698 51.91726)
POINT(5.86678 51.843682)
POINT(5.869567 51.845425)
POINT(5.860027 51.843319)
POINT(5.85866 51.84249)
POINT(5.835339 51.830757)
POINT(5.837739 51.831918)
POINT(5.844264 51.831921)
POINT(5.843362 51.831799)
POINT(5.850883 51.830997)
POINT(5.115182 51.84691)
POINT(4.900321 51.836884)
POINT(4.391544 51.873357)
POINT(4.316392 52.079676)
POINT(4.31097 52.076025)
POINT(4.309703 52.07393)
POINT(4.313268 52.070001)
POINT(4.315408 52.047635)
POINT(4.343395 51.99366)
POINT(4.340457 51.99297)
POINT(4.359633 52.029236)
POINT(4.391805 51.873322)
POINT(4.390479 51.873611)
POINT(4.571614 51.871421)
POINT(4.460878 52.111526)
POINT(4.760022 52.320806)
POINT(4.774264 52.325714)
POINT(4.761508 52.335211)
POINT(4.763382 52.332803)
POINT(4.890916 52.352672)
POINT(4.888499 52.352992)
POINT(4.886327 52.356761)
POINT(4.886143 52.361334)
POINT(4.889324 52.359378)
POINT(4.891523 52.358527)
POINT(4.897528 52.357623)
POINT(4.901682 52.366375)
POINT(4.901264 52.360109)
POINT(4.910068 52.35618)
POINT(4.915696 52.374045)
POINT(4.931641 52.366353)
POINT(4.915606 52.361595)
POINT(4.912422 52.360937)
POINT(4.909706 52.35823)
POINT(4.899098 52.339237)
POINT(4.789956 52.327044)
POINT(4.451774 52.104832)
POINT(4.436999 52.09686)
POINT(5.092278 51.560873)
POINT(5.084124 51.562129)
POINT(4.794676 52.39854)
POINT(4.733529 52.405972)
POINT(4.861887 52.364616)
POINT(4.988734 52.164998)
POINT(5.056737 52.10738)
POINT(5.056737 52.10738)
POINT(5.063754 52.033441)
POINT(5.063767 52.02501)
POINT(5.097235 51.971612)
POINT(5.049873 51.955479)
POINT(5.05065 51.573371)
POINT(4.927171 51.762845)
POINT(4.929865 51.792462)
POINT(4.941657 51.825013)
POINT(5.064157 52.043453)
POINT(5.064297 52.051168)
POINT(4.69652 52.370564)
POINT(4.663301 52.244961)
POINT(4.589641 52.195286)
POINT(4.589641 52.195286)
POINT(4.589641 52.195286)
POINT(4.517758 52.16988)
POINT(4.517758 52.16988)
POINT(4.511956 52.168514)
POINT(4.656417 52.306767)
POINT(4.656417 52.306767)
POINT(4.656417 52.306767)
POINT(4.680379 52.296711)
POINT(4.680551 52.294146)
POINT(4.646547 52.23098)
POINT(5.258183 51.784751)
POINT(5.270543 51.766281)
POINT(5.287018 51.75424)
POINT(5.280028 51.760333)
POINT(5.288189 51.753409)
POINT(5.297888 51.744572)
POINT(5.284272 51.654806)
POINT(5.280515 51.653089)
POINT(5.271494 51.649297)
POINT(5.264568 51.646389)
POINT(5.263038 51.645695)
POINT(5.254269 51.64169)
POINT(5.250998 51.639313)
POINT(5.248263 51.635881)
POINT(5.238207 51.630197)
POINT(5.23421 51.628531)
POINT(5.22468 51.623499)
POINT(5.225698 51.62411)
POINT(5.146955 51.578264)
POINT(4.646547 52.23098)
POINT(4.789211 52.34771)
POINT(4.927681 51.776517)
POINT(4.928245 51.783927)
POINT(4.934018 51.806742)
POINT(4.938741 51.817419)
POINT(4.94367 51.830643)
POINT(5.052095 52.021319)
POINT(5.046511 52.023132)
POINT(5.040351 52.021143)
POINT(5.035863 52.021796)
POINT(4.690971 52.355772)
POINT(5.916937 52.185741)
POINT(5.478458 51.534017)
POINT(5.471345 51.444569)
POINT(5.472503 51.442772)
POINT(5.474561 51.439948)
POINT(5.474451 51.439861)
POINT(5.474435 51.439888)
POINT(5.474575 51.43961)
POINT(5.474241 51.439583)
POINT(5.469271 51.440426)
POINT(4.936632 52.310989)
POINT(4.941483 52.308537)
POINT(4.936632 52.310989)
POINT(6.006797 50.813165)
POINT(6.004882 50.812395)
POINT(6.00338 50.808721)
POINT(6.00489 50.79977)
POINT(6.00263 50.806914)
POINT(6.001134 50.800997)
POINT(6.005666 50.813723)
POINT(6.000708 50.803619)
POINT(6.000419 50.798006)
POINT(6.004213 50.775838)
POINT(5.998477 50.790776)
POINT(5.97931 50.81169)
POINT(5.996082 50.798523)
POINT(6.014187 50.77493)
POINT(5.997386 50.785923)
POINT(6.000135 50.782979)
POINT(5.998888 50.787363)
POINT(5.995792 50.792615)
POINT(6.020562 50.773439)
POINT(5.99686 50.789663)
POINT(6.009257 50.771859)
POINT(6.005443 50.773169)
POINT(5.996585 50.781834)
POINT(5.996606 50.78191)
POINT(5.99737 50.781105)
POINT(6.004271 50.774518)
POINT(6.012104 50.774727)
POINT(6.017855 50.773036)
POINT(6.027986 50.771023)
POINT(4.895911 52.375374)
POINT(4.846497 52.383354)
POINT(4.856596 52.442844)
POINT(4.928316 52.503986)
POINT(5.023678 52.642799)
POINT(5.087184 52.679611)
POINT(5.087184 52.679611)
POINT(5.211383 52.700024)
POINT(5.211383 52.700024)
POINT(5.211383 52.700024)
POINT(5.213901 52.699516)
POINT(5.213901 52.699516)
POINT(5.155703 52.701447)
POINT(5.155703 52.701447)
POINT(5.044855 52.669025)
POINT(4.791991 52.3475)
POINT(4.728949 52.289291)
POINT(4.728949 52.289291)
POINT(4.728949 52.289291)
POINT(4.728949 52.289291)
POINT(4.728949 52.289291)
POINT(4.775665 52.282417)
POINT(4.775665 52.282417)
POINT(4.775665 52.282417)
POINT(4.931495 52.403648)
POINT(4.904337 52.376442)
POINT(4.913385 52.38324)
POINT(4.921702 52.388111)
POINT(4.921702 52.388111)
POINT(4.913324 52.383163)
POINT(4.861782 52.479012)
POINT(5.124203 52.060326)
POINT(7.055343 52.813683)
POINT(4.816162 52.337078)
POINT(4.80947 52.305084)
POINT(4.80947 52.305084)
POINT(4.80947 52.305084)
POINT(4.907325 52.329994)
POINT(4.821837 52.375061)
POINT(5.496222 52.484361)
POINT(5.495367 52.485458)
POINT(5.514646 52.472612)
POINT(5.529742 52.462285)
POINT(5.54542 52.450357)
POINT(5.55928 52.439413)
POINT(5.576524 52.423616)
POINT(5.589848 52.403992)
POINT(5.599453 52.373554)
POINT(5.586227 52.382942)
POINT(5.581075 52.386212)
POINT(5.588441 52.381537)
POINT(5.593115 52.37847)
POINT(5.600274 52.373671)
POINT(5.622797 52.358976)
POINT(5.6291 52.355341)
POINT(5.637544 52.350952)
POINT(5.643507 52.346181)
POINT(5.638632 52.341242)
POINT(5.58393 52.329196)
POINT(5.582941 52.328842)
POINT(5.581774 52.328319)
POINT(5.578837 52.326536)
POINT(5.542369 52.263897)
POINT(5.484486 52.244778)
POINT(5.509287 52.254043)
POINT(5.497793 52.250085)
POINT(5.461447 52.2338)
POINT(5.446632 52.214067)
POINT(5.453953 52.223631)
POINT(5.439422 52.203966)
POINT(5.439259 52.198081)
POINT(5.436278 52.184618)
POINT(4.841714 52.472729)
POINT(4.484176 52.052898)
POINT(4.483018 52.052135)
POINT(4.482984 52.052113)
POINT(4.483012 52.052137)
POINT(4.483006 52.052134)
POINT(4.482985 52.052166)
POINT(4.483001 52.052176)
POINT(4.494359 52.063012)
POINT(4.495529 52.060689)
POINT(4.484195 52.053013)
POINT(4.48423 52.05304)
POINT(4.495349 52.065448)
POINT(4.484234 52.053039)
POINT(4.484188 52.053005)
POINT(4.7868 52.349781)
POINT(4.852108 52.378525)
POINT(4.890671 52.344456)
POINT(4.481829 52.051394)
POINT(4.481834 52.051394)
POINT(5.348434 51.341402)
POINT(5.352366 51.334959)
POINT(5.345051 51.33627)
POINT(5.347077 51.331413)
POINT(5.354086 51.329702)
POINT(5.358457 51.324156)
POINT(5.366002 51.323937)
POINT(5.356344 51.322838)
POINT(5.334542 51.359601)
POINT(5.278295 51.368854)
POINT(5.259518 51.371989)
POINT(5.238004 51.386333)
POINT(5.235873 51.389757)
POINT(5.236068 51.392269)
POINT(5.235514 51.395315)
POINT(5.209191 51.402815)
POINT(5.200166 51.39977)
POINT(5.15738 51.417363)
POINT(5.157279 51.417431)
POINT(5.200089 51.399884)
POINT(5.198252 51.398956)
POINT(5.198321 51.399029)
POINT(5.278261 51.352626)
POINT(5.40775 51.399757)
POINT(5.433241 51.428638)
POINT(5.441112 51.427685)
POINT(5.44553 51.427994)
POINT(5.448384 51.429209)
POINT(5.453027 51.440752)
POINT(5.454528 51.442501)
POINT(5.451543 51.440311)
POINT(5.456454 51.441947)
POINT(5.463344 51.442528)
POINT(5.46247 51.44273)
POINT(5.464402 51.442208)
POINT(5.465811 51.441614)
POINT(5.465962 51.441689)
POINT(5.455289 51.441579)
POINT(5.451294 51.440233)
POINT(5.449549 51.439491)
POINT(5.446925 51.438815)
POINT(5.462298 51.442829)
POINT(5.476482 51.437426)
POINT(5.485043 51.432)
POINT(5.487816 51.430897)
POINT(5.491989 51.431532)
POINT(5.494177 51.425645)
POINT(5.491939 51.424096)
POINT(5.476648 51.39553)
POINT(5.473609 51.388849)
POINT(5.468125 51.374749)
POINT(5.46417 51.364461)
POINT(5.453925 51.351669)
POINT(5.452391 51.357931)
POINT(5.453733 51.350015)
POINT(5.44757 51.3414)
POINT(5.448157 51.34267)
POINT(5.443243 51.338102)
POINT(5.417503 51.299371)
POINT(5.413219 51.292894)
POINT(5.40103 51.274054)
POINT(4.481798 52.051358)
POINT(4.845159 52.391518)
POINT(4.481777 52.051365)
POINT(7.053919 52.813418)
POINT(4.481819 52.051363)
POINT(4.397357 52.06292)
POINT(4.43813 52.059477)
POINT(4.405977 51.934839)
POINT(4.405998 51.935081)
POINT(5.129507 52.027699)
POINT(4.438201 51.930792)
POINT(4.448992 51.934518)
POINT(4.448992 51.934518)
POINT(4.468953 51.941345)
POINT(4.469818 51.942003)
POINT(4.501359 51.933186)
POINT(4.487035 51.942657)
POINT(4.501041 51.933709)
POINT(4.487446 51.942063)
POINT(4.497541 51.93729)
POINT(4.502036 51.93745)
POINT(4.512615 51.932893)
POINT(4.516738 51.932911)
POINT(4.507173 51.932358)
POINT(4.507513 51.936867)
POINT(5.108865 51.912594)
POINT(4.534161 51.939885)
POINT(4.503164 51.928764)
POINT(4.294795 52.0457)
POINT(4.861972 52.411572)
POINT(4.861972 52.411572)
POINT(4.913552 52.381287)
POINT(4.294795 52.0457)
POINT(4.294795 52.0457)
POINT(4.519293 51.936127)
POINT(5.110297 51.550617)
POINT(4.83246 52.350063)
POINT(6.955632 52.732536)
POINT(6.872124 52.723541)
POINT(6.821108 52.725599)
POINT(6.568797 52.714283)
POINT(4.508852 51.931889)
POINT(6.334349 52.677198)
POINT(4.470936 51.940287)
POINT(4.467022 51.939445)
POINT(4.437498 51.931134)
POINT(4.426487 51.927063)
POINT(4.426916 51.926789)
POINT(4.351489 52.010693)
POINT(4.349064 51.997332)
POINT(4.406627 51.93446)
POINT(4.40531 51.934151)
POINT(4.40531 51.934151)
POINT(4.409369 51.941848)
POINT(4.40531 51.934151)
POINT(4.416762 51.952602)
POINT(4.452403 51.989363)
POINT(4.416762 51.952602)
POINT(4.416762 51.952602)
POINT(4.416762 51.952602)
POINT(4.416762 51.952602)
POINT(5.866714 51.029351)
POINT(5.85688 51.028554)
POINT(5.854895 51.028487)
POINT(5.846853 51.028962)
POINT(5.853038 51.02914)
POINT(5.848163 51.037746)
POINT(5.85083 51.068816)
POINT(5.851126 51.069084)
POINT(5.846488 51.070149)
POINT(5.838766 51.07644)
POINT(5.824173 51.079873)
POINT(5.851628 51.066284)
POINT(5.822958 51.080095)
POINT(5.824658 51.078729)
POINT(5.819665 51.080901)
POINT(5.810578 51.08268)
POINT(5.812243 51.08204)
POINT(5.808934 51.082066)
POINT(5.802939 51.087834)
POINT(5.803497 51.087243)
POINT(5.803497 51.087243)
POINT(5.802433 51.088257)
POINT(5.80152 51.089527)
POINT(5.800658 51.090271)
POINT(5.810306 51.053661)
POINT(5.856153 51.065131)
POINT(5.830929 51.076557)
POINT(6.092218 51.206215)
POINT(4.48181 52.051367)
POINT(4.95095 52.280293)
POINT(4.887706 52.354279)
POINT(5.068367 51.692885)
POINT(5.076947 51.693937)
POINT(5.082239 51.694512)
POINT(5.07664 51.693832)
POINT(5.07664 51.693832)
POINT(5.092349 51.695747)
POINT(5.102217 51.694974)
POINT(5.111663 51.69279)
POINT(5.123447 51.692992)
POINT(5.139802 51.695094)
POINT(5.150938 51.696995)
POINT(5.159389 51.698188)
POINT(5.167654 51.698216)
POINT(5.177849 51.696886)
POINT(5.193113 51.69761)
POINT(5.193688 51.694758)
POINT(5.201381 51.694403)
POINT(5.212299 51.69244)
POINT(5.216985 51.691778)
POINT(5.223316 51.69186)
POINT(5.22787 51.693457)
POINT(5.237503 51.695184)
POINT(5.247421 51.697948)
POINT(5.258483 51.705425)
POINT(5.266389 51.71088)
POINT(5.26925 51.71229)
POINT(5.277256 51.714767)
POINT(5.290055 51.716988)
POINT(5.300342 51.71842)
POINT(5.30583 51.71908)
POINT(5.311404 51.720043)
POINT(5.321933 51.721899)
POINT(5.327932 51.722256)
POINT(5.242232 51.805036)
POINT(6.850909 52.249405)
POINT(6.657487 52.321758)
POINT(6.654624 52.334862)
POINT(6.651155 52.337765)
POINT(6.646146 52.338371)
POINT(7.024067 52.955628)
POINT(7.038743 52.956807)
POINT(4.847375 52.472855)
POINT(4.481259 52.052113)
POINT(4.484128 52.061634)
POINT(5.245336 51.80237)
POINT(5.250493 51.794896)
POINT(5.25737 51.795169)
POINT(5.283354 51.716146)
POINT(5.212008 51.692463)
POINT(5.200108 51.694196)
POINT(4.481788 52.051365)
POINT(7.05394 52.813431)
POINT(6.868287 52.241631)
POINT(4.847353 52.472897)
POINT(5.294439 51.747767)
POINT(4.484197 52.057808)
POINT(4.486746 52.060374)
POINT(4.487171 52.061115)
POINT(4.387243 51.999443)
POINT(4.460351 51.967651)
POINT(5.011478 52.349411)
POINT(6.743324 52.28458)
POINT(6.713045 52.263968)
POINT(6.711743 52.264378)
POINT(6.691995 52.260946)
POINT(4.917272 52.214973)
POINT(4.910565 52.215302)
POINT(4.863339 52.222268)
POINT(4.910565 52.215302)
POINT(4.895065 52.216003)
POINT(4.938451 52.218475)
POINT(5.100341 52.087852)
POINT(5.11563 52.086136)
POINT(5.116654 52.085075)
POINT(4.955852 52.220076)
POINT(4.836644 52.2228)
POINT(4.898913 52.362422)
POINT(4.899688 52.361897)
POINT(5.371221 52.129864)
POINT(5.359886 52.127471)
POINT(5.340017 52.122579)
POINT(5.324255 52.117606)
POINT(5.312844 52.116233)
POINT(5.289771 52.112985)
POINT(4.823657 52.390466)
POINT(4.481813 52.051376)
POINT(4.502652 52.049206)
POINT(4.502652 52.049206)
POINT(4.514705 52.045441)
POINT(4.481816 52.051373)
POINT(4.477108 52.06055)
POINT(4.431539 52.060501)
POINT(4.861155 52.437637)
POINT(4.861155 52.437637)
POINT(4.834989 52.347645)
POINT(4.481796 52.051373)
POINT(4.84855 52.348915)
POINT(4.924403 52.414326)
POINT(4.911435 52.376499)
POINT(4.914433 52.370815)
POINT(4.881526 52.380821)
POINT(4.481823 52.05138)
POINT(4.783662 52.357399)
POINT(4.882022 52.362)
POINT(4.45788 51.938133)
POINT(5.682912 51.826975)
POINT(5.705852 51.853362)
POINT(5.924556 52.023424)
POINT(5.928902 52.033781)
POINT(5.936645 52.049501)
POINT(5.940551 52.058731)
POINT(5.942558 52.063029)
POINT(5.946203 52.076876)
POINT(5.951189 52.095392)
POINT(5.973222 52.131475)
POINT(5.990254 52.140097)
POINT(6.001859 52.146546)
POINT(6.013641 52.154563)
POINT(6.003511 52.255974)
POINT(6.028082 52.453462)
POINT(6.036275 52.47243)
POINT(6.309426 52.678837)
POINT(6.350007 52.678046)
POINT(6.458722 52.807167)
POINT(6.466362 52.820273)
POINT(6.592901 52.969084)
POINT(6.625813 52.971285)
POINT(6.685847 52.98703)
POINT(4.920228 52.331638)
POINT(4.875196 52.353106)
POINT(4.508232 51.924706)
POINT(4.891275 52.344307)
POINT(5.119336 52.090989)
POINT(5.11764 52.089882)
POINT(6.899616 53.125517)
POINT(6.745101 53.172838)
POINT(6.613943 53.223572)
POINT(6.549943 53.223027)
POINT(6.548791 53.224456)
POINT(6.550317 53.225002)
POINT(4.516441 51.933586)
POINT(4.435287 51.93137)
POINT(6.551591 53.220984)
POINT(6.563303 53.198006)
POINT(6.578931 53.18037)
POINT(6.59612 53.054917)
POINT(6.584881 53.040489)
POINT(6.52554 52.993602)
POINT(6.526437 52.985763)
POINT(6.176636 52.558088)
POINT(6.049311 52.497347)
POINT(5.942033 52.43219)
POINT(5.940826 52.431055)
POINT(5.574512 52.32363)
POINT(5.568472 52.317772)
POINT(5.563284 52.312483)
POINT(5.458391 52.230328)
POINT(5.399093 52.144891)
POINT(5.263685 52.107476)
POINT(5.23768 52.104102)
POINT(5.214419 52.101132)
POINT(5.203014 52.09485)
POINT(5.193154 52.092592)
POINT(5.194819 52.09264)
POINT(5.172225 52.092791)
POINT(4.908502 52.329613)
POINT(4.41183 51.93523)
POINT(4.815495 52.369904)
POINT(6.043142 50.834034)
POINT(4.348695 52.023478)
POINT(4.345298 52.046739)
POINT(4.306548 52.079786)
POINT(4.307687 52.079298)
POINT(4.307473 52.078628)
POINT(4.34562 52.036099)
POINT(4.342044 52.023063)
POINT(4.92145 52.334412)
POINT(4.92145 52.334412)
POINT(4.752697 52.50709)
POINT(4.751911 52.506928)
POINT(4.752405 52.507057)
POINT(5.105078 52.102975)
POINT(5.11191 52.102294)
POINT(5.13594 52.098667)
POINT(5.13343 52.098825)
POINT(5.133136 52.098875)
POINT(5.101047 52.109486)
POINT(4.764011 52.309914)
POINT(4.763798 52.309563)
POINT(4.763182 52.308983)
POINT(4.770766 52.329239)
POINT(4.750345 52.350804)
POINT(4.739282 52.357478)
POINT(4.728065 52.363371)
POINT(4.713351 52.370704)
POINT(4.692103 52.371029)
POINT(4.685858 52.37096)
POINT(4.662786 52.370446)
POINT(4.657714 52.372777)
POINT(4.655633 52.370411)
POINT(4.659425 52.377362)
POINT(4.660539 52.380524)
POINT(4.658768 52.381682)
POINT(4.6562 52.381477)
POINT(4.655288 52.381461)
POINT(4.651051 52.382443)
POINT(4.648418 52.381895)
POINT(4.648483 52.386178)
POINT(4.649481 52.390764)
POINT(4.649192 52.39269)
POINT(4.648619 52.393505)
POINT(4.649415 52.394417)
POINT(4.647183 52.396002)
POINT(4.643925 52.397411)
POINT(4.644554 52.398389)
POINT(4.644821 52.398319)
POINT(4.644844 52.398319)
POINT(4.644844 52.398319)
POINT(4.644844 52.398319)
POINT(7.084617 53.082132)
POINT(7.067717 53.106972)
POINT(7.055489 53.117312)
POINT(7.055213 53.11768)
POINT(7.050127 53.128681)
POINT(7.05215 53.131612)
POINT(6.686371 53.200089)
POINT(6.565979 53.217571)
POINT(6.564957 53.217491)
POINT(6.56604 53.21801)
POINT(6.565644 53.218424)
POINT(6.564077 53.2198)
POINT(6.562279 53.221712)
POINT(6.559029 53.224491)
POINT(6.557992 53.22611)
POINT(6.551656 53.227123)
POINT(5.158305 52.025047)
POINT(5.15704 52.024162)
POINT(5.173562 52.022269)
POINT(5.170783 52.023943)
POINT(5.159425 52.017914)
POINT(5.170598 52.023507)
POINT(4.785788 52.271687)
POINT(4.483681 52.053116)
POINT(4.350502 52.042259)
POINT(4.350502 52.042259)
POINT(4.419727 51.950836)
POINT(4.434227 51.948334)
POINT(4.484224 52.052948)
POINT(4.407276 52.001796)
POINT(4.398573 51.997421)
